Unnamed: 0,name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
154,Moroccan puff pastry in honey,Flour (500 g) - Butter (100 g) - Oil (15 cl) - baking yeast (0.5 sachet (s)) - honey () - salt (),"Heat water.Let cool.
- In a bowl, pour the flour and yeast.Add a pinch of salt and pour lukewarm water gradually while mixing.Your dough should be flexible.
- Mix the dough for a few minutes.
- Drizzle with a little oil and cover it with a clean towel.Let your preparation stand for 30 min.
- At the end of this time, take in your hand, small amounts of dough and form balls similar to apricots.Book.
- Coat the palm of your hands with a little oil and compress the ball to flatten it as much as possible.Repeat the operation (coat the palm of the hand with oil, flatten the ball) for all the small balls.
- Using a rolling pin, spread the balls one by one, but delicately so as not to damage them.
- Coat each of the pancakes with a little butter and fold it in 4.
- Take back one to one to spread them again with the palm of the oiled hand, gently stretching the dough in all directions until a very fine pancake is obtained.Be careful not to tear it!
- Now fold the 4 sides by overlapping them.Your pancake must form a square 8 cm side.
- Do the same with all the balls (you must have 5 to 6 pancakes) and let them rest.
- Heat a pan dry, and place the pancakes folded in 4. Cook both sides.
- Remove them and then serve the pancakes with honey and butter.",25,35,60,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
155,Legumes with Moroccan Spices,Carrot (s) (4) - Orange (s) () - coffee (1 tsp) - Powder cinnamon () - zucchini (2) - Lemon juice (1 tsp) - cuminpowder (1 tsp) - Harissa (1 point (s)) - fresh mint (6 leaves) - olive oil (2 tbsp) - Pepper salt (),"Peel and wash the carrots, grate them using the large holes grid of a household robot.
- Pour into a bowl and sprinkle with the orange juice, perfume with rose water.
- Then put everything in the refrigerator and let stand in the fridge until the meal moment.Just before tasting, sprinkle with a breath of cinnamon.
- Wash the zucchini, do not peel them, cut only the two ends.Then detail them into small dice, cook them or with boiling salted water for 5 to 7 minutes.
- Meanwhile, mix in a bowl the olive oil, lemon juice, harissa, add a pinch of salt and pepper, then the cumin.
- Water the zucchini with this sauce.Depending on your taste, powder of chopped fresh mint or coriander (Arab parsley).Serve fresh.",30,45,75,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
156,Turkey whites and Moroccan vermicelli,White (s) of turkey (2 slices (s)) - Chinese vermicelli (s) (1 sachet (s)) - mushroom (s) (1 box (s)) - onion (s) (1) - Maggi (1Cube (s)) - Table oil (2 tbsp) - Persil () - Pepper salt (),"Chop the onion and brown it in the oil or butter, add the cube, the mushrooms and the diced turkey slices and simmer for 5 min.
- Dip the vermicelli in hot water after having drained them well, cut them with scissors.
- Mix the stuffing and vermicelli, add a little salt and pepper to the mixture.
- Garnish with finely chopped parsley.
- Serve hot.",15,30,45,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
157,Easy Moroccan lentils,Lens (s) (1 bowl (s)) - garlic (3 pieces (x)) - shallot (s) (1) - onion (s) (1) - olive oil (2 tbsp) - tomato(s) (3) - Coriander (L) - Ras -el -Hanout (L) - Ginger (0.5 tbsp) - Paprika (0.5 tsp) - Cumin (1 tbsp in coffee) - Food coloring (),"Inflect the lenses in water, in a cooker or a casserole dish, until they are still a little firm,
- and that they can still swell in contact with the sauce.
- - * Prepare the sauce: Cut to the crusher 3 to 4 pieces of garlic (to make a kind of puree).
- Ditto with shallot and onion.Then, brown everything in a frying pan with olive oil.
-Take the tomatoes, peel them, cut them into very small pieces (to have like a coulis with small pieces).
-Incorporate them into the pan with garlic, onion, shallot and brown them a little.
- Put the parsley and coriander, salt and pepper.Add the raz-el-hanout, ginger, paprika, cumin and food coloring.
- Incorporate the lentil sauce.Add water as the cooking progresses, until the lenses are cooked as desired,
- And that there are a little sauce there.You can serve with chopped steaks, sausages ...",20,40,60,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
158,Moroccan beet salad,Betteraves (s) (250 g) - Tomato (s) (250 g) - onion (s) (2) - Vegetable oil (2 tbsp) - Vinaigrette (2 tbsp) - Pepper salt (),"Boil the beets in water, peel them and cut them into dice.
- Cut the tomatoes into dice, chop the onion.
- In a bowl, mix the beets, tomatoes, onion, oil and vinaigrette, salt and pepper.
- Serve cold.",30,25,35,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
159,Nissrine Moroccan tuna,Oil tuna (800 net) - coriander (1 boot (s)) - chopped onion (s) (1) - Lemon (s) (0.5 glass (s)) - garlic (3 pod (s)) - Cumin () - spicy sauce (1 tbsp in coffee) - olive oil (0.5 glass (s)) - Pepper salt (),"Chop the onions, crush the garlic and chop the parsley.
- Mix everything with coriander, lime juice and cumin.
- Add the olive oil and the spicy sauce and incorporate the crumbled tuna.
- Leave to marinate for 1 hour.",15,35,60,https://img.cuisineaz.com/660x660/2017/06/22/i130045-thon-a-la-marocaine-de-nissrine.jpeg,https://www.cuisineaz.com/
160,Moroccan chicken in papillote,Fondant (1 sachet (s)) - Chicken thighs (4) - Apples) of ground (250 g) - zucchini (s) (200 g) - yellow zucchini (1) - Carrot (s) (1) - onion (s) (1),"Preheat the oven to 200 °.Peel the vegetables and onion.Cut the carrot into rings, the onion in 8 quarters and the rest of the vegetables in 2.5-3cm pieces.Unfold the sachet.Place the meat and vegetables in the sachet.Pour the Moroccan mixture.Close the sachet with the attachment provided for this purpose.Shake it gently to properly coat all the food.Place the sachet in an oven dish so that the chicken spreads in a single layer.Drill 3 to 4 holes on the surface of the sachet with a knife.Cook 50 min.Let stand for 5 min, then remove the attachment carefully.Empty the sachet gently in a serving dish, grabbing it by the corners.Be careful not to burn yourself with steam when opening the bag.",25,45,75,https://img.cuisineaz.com/660x660/2013/12/20/i101252-poulet-a-la-marocaine.jpg,https://www.cuisineaz.com/
161,Moroccan Baghrire,Fine semolina (1 bowl (s)) - Flour (0.5 bowl (s)) - Balero -yeast (1) - lukewarm water (2 bowl (s)) - baker's yeast (2 tbsp) - Sucreal sugar (1 tbsp) - salt (1 tbsp) - melted butter (L),"In a container, put the fine semolina, flour, salt, yeast and sugar.Mix well.
- Pour the mixture into a blender, add the lukewarm water and the baked yeast, mix.
- Let the mixture rest 45 min.
- Heat a greased pan, and cook the dough like pancakes, but cook only one side.
- Put honey and melted butter on the surface.",20,30,35,https://img.cuisineaz.com/660x660/2018/03/19/i136882-baghrire-a-la-marocaine.jpeg,https://www.cuisineaz.com/
162,Lamb skewers with paprika and cumin Moroccan way,Lamb shoulder (800 g) - onion (s) (1) - Red pepper (s) (1) - Tomato (s) (4) - Cayenne pepper () - Cumin () - Paprika ()- Salt pepper ( ),"Wash and on your kitchen board, cut the lamb shoulder.
- Cut the tomatoes in half.
- Wash and cut the peppers in dice.
- Peel the onion and cut it in four.Then delicately detach the lamella layers.
- Then form skewers on a spike, alternating pieces of meat, pepper and onion.
- Sprinkle by 1 tsp.paprika, 2 pinches of cayenne pepper and 1 tsp.Cumin teaspoon.
- Add a jet of olive oil.
- Grill them over high heat at the same time as the tomato halves.
- Serve then.",30,40,55,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
163,Moroccan pancakes like Mille-Feuilles,Flour (250 g) - Semolina (200 g) - soft butter (100 g) - Mettled butter (50 g) - egg (s) (2) - Sugar (70 g) - Oil () () Oil () () Oil (),"Prepare a pancake dough.
- In a small saucepan, heat water.
- Meanwhile, in a large bowl, break the eggs.Add flour and semolina.Mix.
- Add hot water gradually.
- Mix with sugar and soft butter.
- The goal is to have a very yellow and consistent paste.
- Take the time to knead well.
- In a saucepan over fire, melt butter.
- Cut the dough into small parts and make it thin layers of dough that you will cut into squares.
- Place them in a superimposed way and with each new layer of dough, smooth the surface with melted butter.
- Then, air the pasta squares and let stand for 20 minutes.
- In a pancake pan, cook the pancakes on each side.
- Serve the pancakes when they are still hot.",15,25,55,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
164,"Roses, Moroccan pastries",Flour (4 glass (s)) - baking powder (1 tsp) - egg (s) () - oil (0 glass (s)) - sugar (1 tsp) - salt (1 pinch (s)) - Glass (glass (s)) - oil for frying () - sesame (2 tbsp) - sugar (500) - lemon juice (1 net) - honey (1 tsp),"Mix the flour with the yeast, add the egg, oil, sugar, salt and water.Knead by hand or with the help of a kitchen robot until you get a smooth and firm dough.
- If you use a pasta machine, use the average number to obtain thin and long strips;Otherwise use a rolling pin.
- On a floured plane, cut squares 10 cm side.
- with a knife or with a cookie cutter incise inside the 4 -band square 1 cm from the edges.The bands do not stand out since the cutting is not going to the end of the square.
- Intert to intertwine the bands, forming a rose, place on a floured plane.
- Immerse the roses in the hot frying then drain them on absorbent paper.
- Boil the elements of the syrup until it is transparent.
- Immerse the roses in the syrup, drain and sprinkle with sesame.",20,35,70,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
165,Quick Moroccan salad,Cucumber (s) (1) - Green pepper (s) (1) - Tomato (s) (1) - onion (s) (0.5) - Persil (L) - Oil (3 tsp.) - Wine vinegar (1 tbsp) - Salt (),"In a bowl, cut into small cubes the pepper, pickle or cucumber.
- Peel and empty the tomato, and cut it into small pieces.Cut the onion into small pieces.
- Add the minced parsley.
- Make the sauce: mix the oil, vinegar and salt.Pour on the salad.",25,45,40,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
166,Simmer of Moroccan vegetables,Beef (1 kg) - Apple (s) of earth (3) - frozen pea (1 box (s)) - artichoke heart (6) - tomato (s) (2) - onion (s) (1)- Garlic (1 pod) - flat parsley () - coriander () - saffron (2 dose (s)) - ginger (1 tsp) - olive oil (3 tb.3 tbsp) - Water () - Pepper salt (),"Peel the tomatoes, cut them in 2. Empty them, leave only the flesh and cut it into small dice.
- Peel the onion and grate it.
- In a large pot, put the diced tomatoes, grated onion, add the saffron, salt, pepper, ginger, flat parsley, coriander, chopped garlic clove, olive oiland table oil.
- Brown for about 10 min over low heat.
- Add the jaret pieces and brown them about 5 min on each side, cover the water meat, cover and simmer over low heat for about 1 hour 30 minutes, prick the meat from time to time to check the cooking.
- Meanwhile, peel the potatoes, cut them in long and large pieces.
- Once the meat is cooked, add in the pot, the potatoes, the artichoke hearts, and once the potatoes are cooked, add the peas.
- When all the vegetables are cooked, stop cooking.",30,20,50,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
167,Moroccan pancake,Durum wheat flour (200 g) - fine semolina (220 g) - butter (200 g) - Soft wheat (150 g) - Oil (12 cl) - Salt (1 tsp) - Water (10 cl) -Honey ( ),"Melt the butter and set aside.
- Submit the flour and salt to the sieve, then mix them with lukewarm water.
- Stir them until the preparation is homogeneous.
- Shape the dough in the shape of a ball and soak it with oil.
- Divide again into other balls the size of an orange.
- Let stand for 10 min.
- Flatten the balls on a worktop topped with oil using a roller.
- Fold on the 4 edges to obtain rectangles.
- Soak them with melted butter and oil.
-Sprinkle them with semolina and fold them in half.
-Stretch them and roll on themselves.
- Then spread again, always using a roller.
- In a pan, pour 1 teaspoon of oil and heat it over medium heat.
- Place the pancakes in the pan and cook each side until you get golden color.
- Use a spatula to turn over the pancakes.
- Spread them with honey.",15,30,60,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
168,Apples stuffed with Moroccan chicken,Chicken (0.5) - Apple (s) (4) - To correct (1) - Butter (50 g) - Oil (),"Totally get rid of the half-noise of its bones.
- Then on a kitchen board, detail the flesh into fine pieces.
- Mix it with cloves.
-Wash the apples, dig them using a apple vacuum then fill them with the chicken pieces previously mixed with cloves.
- Take a baking dish, coat it 1 tsp.oil and butter then arrange the apples in it.
- Slide in the oven at medium temperature for 25 min, remove then serve immediately.
- Totally get rid of the half-noise of its bones.
- Then on a kitchen board, detail the flesh into fine pieces.
- Mix it with cloves.
-Wash the apples, dig them using a apple vacuum then fill them with the chicken pieces previously mixed with cloves.
- Take a baking dish, coat it 1 tsp.oil and butter then arrange the apples in it.
- Slide in the oven at medium temperature for 25 min, remove then serve immediately.",20,35,75,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
